hours-per-week,age,capital-gain,capital-loss,workclass,education,education-num,marital-status,relationship,race,gender,native-country,income,occupation
0,1,0,0,7,11,0,0,4,4,0,39,33000,11
0,0,0,0,4,11,0,4,3,4,1,39,18296,3
0,1,0,0,7,11,0,4,3,4,1,39,4000,13
1,0,0,0,4,9,2,2,0,4,1,39,98100,10
0,0,0,0,4,15,1,2,5,4,0,39,58300,1
0,1,0,0,4,9,2,2,0,4,1,39,60001,4
0,1,0,0,4,11,0,2,0,4,1,39,5000,5
1,1,0,0,4,9,2,0,4,4,1,39,77766,12
0,1,0,0,0,15,1,4,1,4,1,39,7000,0
0,1,0,0,4,15,1,2,0,4,1,39,71920,1
0,0,0,0,4,15,1,4,3,4,0,39,4200,8
1,2,0,0,5,9,2,0,1,4,1,39,99999,4
1,1,0,0,4,15,1,0,1,4,1,39,54240,4
1,0,0,0,4,15,1,4,1,4,0,39,28040,1
1,1,0,0,4,11,0,4,1,4,1,39,39107,4
0,1,0,0,6,9,2,4,1,4,0,39,6107,8
0,0,0,0,0,15,1,4,3,4,1,0,8002,0
0,0,0,0,0,9,2,3,1,4,0,19,1916,0
0,2,0,0,4,9,2,2,0,4,1,19,27744,7
0,0,0,0,4,7,2,4,3,4,0,19,20000,12
0,0,0,0,4,15,1,4,3,4,1,19,738,7
0,0,0,0,4,15,1,4,3,4,1,19,15600,1
1,1,0,0,6,11,0,2,0,4,1,39,38525,3
0,0,0,0,4,15,1,4,3,4,0,39,9005,8
0,0,0,0,4,11,0,4,4,4,1,39,15982,3
0,0,0,0,4,15,1,4,1,4,0,39,14602,8
0,0,0,0,4,11,0,4,3,4,1,39,16000,3
1,2,0,0,4,14,2,2,0,4,1,39,99999,10
1,2,0,0,4,12,2,0,4,4,1,39,90020,10
0,0,0,0,0,15,1,4,3,4,0,39,3010,0
1,1,0,0,4,9,2,2,0,4,1,39,71173,10
0,2,0,0,1,9,2,0,1,4,1,39,47777,1
0,2,0,0,4,11,0,0,1,4,0,39,32676,1
0,1,0,0,4,9,2,2,0,4,1,39,91250,10
0,1,0,0,7,10,2,4,1,4,0,22,55200,4
1,2,0,0,0,15,1,0,3,4,1,39,20000,0
1,1,0,0,4,12,2,4,1,4,1,39,99999,4
0,1,0,0,7,7,2,4,1,2,1,39,33010,1
0,1,0,0,4,12,2,4,1,4,1,39,67350,4
0,1,0,0,4,15,1,2,0,4,1,39,24400,3
0,1,0,0,4,1,0,0,4,4,0,39,12500,8
0,0,0,0,4,1,0,4,3,4,1,39,11000,14
0,2,0,0,6,11,0,0,1,4,0,39,99999,4
0,2,0,0,4,15,1,6,1,4,0,39,8740,8
0,2,0,0,4,12,2,0,4,4,1,39,11440,11
0,0,0,0,0,11,0,4,3,4,1,39,2400,0
1,2,0,0,4,11,0,2,0,4,1,39,32040,5
0,0,0,0,4,11,0,4,3,4,1,39,5355,3
0,0,0,0,4,1,0,4,3,4,0,39,3010,12
0,2,0,0,4,11,0,0,4,4,0,39,14006,1
0,0,0,0,4,11,0,4,3,4,1,39,6000,3
0,2,0,0,4,12,2,2,0,4,1,39,94098,10
1,0,0,0,4,9,2,4,3,4,1,39,6886,4
0,0,0,0,4,1,0,4,3,4,0,39,2300,6
0,0,0,0,4,0,0,4,3,4,1,39,7980,3
1,1,0,0,4,2,0,2,0,4,1,39,58002,3
0,0,0,0,4,11,0,2,0,4,1,39,22000,7
1,2,0,0,5,11,0,0,1,4,1,39,28225,4
0,2,0,0,4,11,0,0,1,4,0,39,22978,1
0,1,0,0,4,11,0,2,0,4,1,39,58202,4
1,1,0,0,1,7,2,0,4,4,1,39,64750,4
0,1,0,0,4,15,1,2,0,4,1,39,20961,3
1,0,0,0,4,11,0,2,0,4,1,39,61220,14
0,2,0,0,4,11,0,2,0,4,1,39,58000,7
0,0,0,0,4,15,1,4,3,4,0,39,17440,1
0,2,0,0,4,12,2,5,1,4,1,39,81120,10
0,0,0,0,4,11,0,4,1,4,0,39,31500,7
0,2,0,0,4,11,0,0,1,4,0,39,9360,3
0,1,0,0,4,11,0,4,1,4,1,39,18572,7
0,1,0,0,4,7,2,2,5,4,0,39,31690,12
0,0,0,0,4,11,0,4,1,4,1,39,11000,8
1,1,0,0,4,12,2,4,1,4,1,39,99999,4
0,0,0,0,4,15,1,4,3,4,1,31,20005,8
1,2,0,0,4,7,2,5,4,4,0,39,30035,1
0,0,0,0,4,15,1,4,3,4,1,39,4460,10
1,2,0,0,4,6,0,2,0,4,1,39,34367,7
0,0,0,0,4,7,2,0,4,4,0,31,14560,1
0,0,0,0,4,9,2,4,1,4,0,39,30600,10
0,2,0,0,4,9,2,0,1,4,1,39,33925,1
0,2,0,0,0,12,2,2,5,4,0,39,12000,0
0,2,0,0,4,6,0,2,0,4,1,39,14001,6
0,0,0,0,4,11,0,2,0,4,1,39,82546,10
1,0,0,0,4,15,1,4,1,4,1,39,35020,14
1,2,0,0,6,11,0,4,3,4,1,39,37500,14
0,2,0,0,4,11,0,2,0,4,1,39,45801,14
0,2,0,0,4,6,0,2,0,4,1,39,15860,6
0,0,0,0,4,11,0,4,4,4,1,39,5000,3
0,2,0,0,4,0,0,0,1,4,0,39,26000,7
0,1,0,0,2,11,0,2,0,4,1,39,42081,8
0,2,0,0,5,7,2,2,0,4,1,39,65300,12
1,0,0,0,4,9,2,4,3,4,1,39,43100,12
1,2,0,0,6,7,2,2,0,4,1,39,34070,4
0,0,0,0,4,8,2,4,3,4,1,39,16202,3
0,0,0,0,4,11,0,4,1,4,0,39,11035,12
0,0,0,0,4,11,0,4,1,4,1,39,13200,12
0,0,0,0,4,11,0,4,1,4,1,39,23800,3
0,2,0,0,6,9,2,3,1,2,1,23,50072,4
0,2,0,0,2,15,1,6,1,4,1,39,9086,10
0,2,0,0,4,11,0,4,1,4,1,39,34200,12
1,2,0,0,4,15,1,2,0,4,1,39,11058,7
0,2,0,0,4,4,0,4,1,4,1,39,24000,7
1,2,0,0,4,10,2,4,1,4,0,39,70649,10
0,2,0,0,7,12,2,2,0,4,1,39,71987,10
0,1,0,0,4,9,2,2,0,4,1,39,56670,10
1,1,0,0,4,15,1,4,1,4,1,39,25900,12
1,0,0,0,1,15,1,2,0,4,1,39,58702,11
1,0,0,0,4,15,1,2,0,4,1,0,46000,3
0,1,0,0,2,7,2,2,5,4,0,39,54330,1
0,2,0,0,4,7,2,2,0,4,1,39,44568,4
0,2,0,0,4,11,0,6,1,4,1,39,22150,6
1,2,0,0,6,11,0,2,0,4,1,39,99999,4
0,0,0,0,4,11,0,4,3,4,1,39,8700,8
0,0,0,0,4,6,0,4,3,4,1,39,1221,6
0,2,0,0,4,11,0,2,0,4,1,39,33145,12
0,0,0,0,4,11,0,4,3,4,1,39,23098,3
0,0,0,0,4,11,0,4,3,4,0,39,8438,8
0,0,0,0,4,11,0,4,1,4,1,39,5000,6
0,0,0,0,4,1,0,4,2,4,1,39,4032,3
0,2,0,0,4,9,2,2,0,4,1,39,53000,10
0,1,0,0,4,5,0,4,3,4,0,39,8280,7
0,0,0,0,4,9,2,4,3,4,1,39,18720,13
0,2,0,0,4,15,1,2,5,4,0,39,99999,1
0,2,0,0,4,11,0,6,1,4,0,39,28594,8
0,2,0,0,4,9,2,3,1,4,1,39,53000,10
0,0,0,0,4,9,2,4,1,4,0,39,45025,12
0,0,0,0,4,9,2,4,1,4,0,39,14525,10
1,1,0,0,4,15,1,2,0,4,1,39,65250,12
0,0,0,0,4,15,1,4,2,4,1,39,4400,1
0,1,0,0,4,9,2,0,1,4,0,39,45724,10
0,2,0,0,4,9,2,0,1,4,1,39,46652,10
1,1,0,0,2,11,0,4,1,4,1,39,30000,11
0,2,0,0,4,0,0,4,1,4,1,39,40288,7
1,2,0,0,4,15,1,2,0,4,1,39,29433,12
0,0,0,0,4,15,1,4,3,4,1,39,12300,12
1,1,0,0,4,7,2,2,0,4,1,39,83188,4
0,0,0,0,7,14,2,4,1,4,0,39,61564,10
0,1,0,0,4,8,2,2,0,4,1,39,39902,1
0,0,0,0,4,11,0,2,0,1,1,40,50120,7
0,1,0,0,4,1,0,4,1,4,1,39,30034,7
1,0,0,0,4,11,0,2,5,4,0,39,32511,7
1,1,0,0,4,11,0,2,0,4,1,39,46850,7
1,1,0,0,4,7,2,2,0,4,1,39,54750,3
1,1,0,0,4,15,1,2,0,4,1,39,42000,1
1,2,0,0,4,8,2,2,0,4,1,39,71112,1
0,0,0,0,4,9,2,4,3,4,1,39,12164,12
0,1,0,0,6,9,2,2,0,4,1,39,85000,12
0,1,0,0,6,15,1,2,0,4,1,39,28000,3
0,2,0,0,4,8,2,2,0,4,1,39,42311,10
0,0,0,0,4,11,0,4,3,4,1,39,3600,7
0,0,0,0,4,11,0,4,3,4,0,39,17114,8
0,1,0,0,4,15,1,4,1,2,1,39,64587,10
0,0,0,0,4,8,2,2,0,3,1,26,49041,13
0,0,0,0,4,6,0,4,4,4,1,26,11800,7
1,0,0,0,6,5,0,4,2,4,0,26,1604,8
0,1,0,0,4,11,0,4,1,4,1,33,34042,7
1,1,0,0,4,9,2,2,0,4,1,39,97155,12
0,2,0,0,6,11,0,2,0,4,1,39,54125,13
1,2,0,0,4,9,2,0,1,4,1,39,45160,4
1,1,0,0,4,15,1,0,1,4,0,39,29060,12
0,1,0,0,4,11,0,4,1,4,0,39,32525,4
1,2,0,0,1,11,0,2,0,4,1,39,62300,1
0,0,0,0,0,15,1,4,3,4,0,39,3052,0
0,0,0,0,4,15,1,0,3,4,0,39,18900,1
0,2,0,0,4,11,0,2,5,4,0,39,5250,12
0,0,0,0,4,11,0,4,3,4,1,39,11440,7
0,2,0,0,0,10,2,2,0,4,1,39,66200,0
0,0,0,0,4,9,2,4,3,4,1,39,31250,4
0,2,0,0,0,15,1,6,1,4,0,39,6660,0
0,1,0,0,1,11,0,2,0,4,1,39,77415,1
0,1,0,0,4,11,0,5,1,4,0,39,34040,4
0,0,0,0,6,1,0,4,1,4,1,39,20800,3
0,2,0,0,4,0,0,0,4,4,0,39,18008,10
0,1,0,0,4,15,1,4,3,4,1,39,35007,4
0,1,0,0,7,8,2,4,4,4,0,39,20000,1
0,1,0,0,4,9,2,2,0,4,1,39,65600,4
0,2,0,0,4,15,1,2,0,4,1,39,89488,3
1,2,0,0,4,10,2,2,0,4,1,39,72000,4
0,0,0,0,4,12,2,4,3,4,1,39,1200,1
0,0,0,0,4,15,1,4,3,4,1,39,2000,8
0,0,0,0,4,15,1,4,3,4,0,39,3500,10
1,2,0,0,4,9,2,2,0,4,1,39,80896,12
0,0,0,0,4,15,1,4,3,4,1,39,2500,6
0,1,0,0,5,14,2,2,0,4,1,39,94394,10
1,1,0,0,4,14,2,4,1,4,0,39,99999,10
0,2,0,0,2,9,2,2,5,4,0,39,57800,4
0,1,0,0,4,8,2,4,3,4,1,39,30077,3
0,1,0,0,4,8,2,4,3,4,1,39,30125,5
0,1,0,0,4,15,1,4,3,4,0,39,21049,1
1,1,0,0,4,8,2,2,0,4,1,39,66924,3
0,2,0,0,4,11,0,2,0,4,1,22,48000,3
0,2,0,0,7,12,2,2,5,4,0,39,60800,10
0,2,0,0,4,11,0,6,4,4,0,2,21080,8
1,0,0,0,4,15,1,4,3,4,0,39,13000,12
0,1,0,0,4,11,0,4,1,4,1,39,28214,4
0,2,0,0,4,0,0,4,1,4,1,39,18572,8
0,0,0,0,4,8,2,2,0,4,1,39,25891,3
0,0,0,0,0,9,2,4,1,4,1,39,1700,0
0,0,0,0,0,8,2,4,1,4,1,39,7060,0
0,2,0,0,2,12,2,2,0,4,1,39,60858,10
1,0,0,0,1,15,1,4,3,4,1,39,10781,6
0,0,0,0,4,15,1,2,0,4,1,39,74600,8
1,2,0,0,4,12,2,2,0,4,1,39,99999,10
0,0,0,0,4,15,1,4,3,4,1,39,3430,10
0,0,0,0,4,12,2,4,1,2,0,39,3380,10
1,1,0,0,4,15,1,0,1,4,1,2,32815,3
0,2,0,0,4,11,0,4,1,4,1,39,20070,6
0,2,0,0,4,12,2,2,0,4,1,39,34220,8
1,2,0,0,4,9,2,0,1,4,0,39,44075,10
0,2,0,0,4,9,2,2,0,4,1,39,99999,4
0,2,0,0,4,11,0,2,0,4,1,39,67569,3
0,2,0,0,4,9,2,2,0,4,1,39,99999,1
0,0,0,0,4,9,2,4,3,4,0,39,10937,8
0,1,0,0,1,7,2,0,4,4,0,39,29771,1
0,1,0,0,4,6,0,0,3,4,1,39,15000,3
0,0,0,0,4,11,0,4,3,4,1,39,20800,3
0,2,0,0,6,5,0,2,0,4,1,33,30000,12
0,0,0,0,6,11,0,4,3,4,0,39,2400,6
0,0,0,0,4,11,0,4,1,4,1,39,15000,3
0,1,0,0,4,9,2,4,1,4,1,39,44174,10
0,1,0,0,4,11,0,2,0,4,1,39,55500,3
0,2,0,0,4,1,0,0,3,4,1,39,16354,14
0,0,0,0,4,11,0,2,0,4,1,39,16563,3
0,1,0,0,4,9,2,2,0,4,1,39,60478,13
0,0,0,0,4,15,1,4,3,4,0,39,2000,6
0,2,0,0,2,12,2,0,4,4,0,39,34145,10
0,0,0,0,4,15,1,4,3,4,1,39,6000,1
0,0,0,0,4,2,0,4,3,4,0,39,1200,9
1,1,0,0,5,11,0,2,0,4,1,39,49754,3
0,1,0,0,0,11,0,4,3,4,1,39,4354,0
0,2,0,0,4,3,0,2,0,4,1,32,33660,6
1,0,0,0,4,11,0,4,3,4,1,32,50200,14
0,0,0,0,4,15,1,4,3,4,1,39,15520,6
0,0,0,0,4,1,0,5,1,4,1,33,21088,8
0,2,0,0,4,11,0,2,0,4,1,39,25764,1
1,1,0,0,4,11,0,2,0,4,1,39,51020,1
0,2,0,0,4,1,0,5,4,4,0,33,17200,13
0,1,0,0,4,11,0,5,1,4,1,33,20000,7
1,2,0,0,4,15,1,4,1,4,0,39,55202,1
1,1,0,0,4,11,0,2,0,4,1,39,29421,7
0,0,0,0,4,2,0,4,3,4,1,39,2000,7
0,2,0,0,4,11,0,2,0,4,1,39,41880,7
0,2,0,0,4,6,0,6,4,4,1,39,41150,6
0,0,0,0,4,8,2,4,3,4,0,39,20000,1
1,2,0,0,4,11,0,0,4,4,0,39,33024,12
0,0,0,0,4,11,0,4,2,4,1,39,11999,1
1,2,0,0,4,12,2,2,0,4,1,39,72200,4
0,0,0,0,4,9,2,4,3,4,1,39,2174,6
1,2,0,0,4,11,0,2,0,4,1,39,72344,4
0,0,0,0,4,9,2,4,3,4,0,39,11200,4
1,1,0,0,4,15,1,2,0,4,1,39,55100,3
1,2,0,0,4,7,2,2,0,4,1,39,99999,4
0,2,0,0,4,1,0,2,0,4,1,39,10080,7
0,1,0,0,4,0,0,5,4,2,0,39,25446,7
0,0,0,0,2,9,2,4,3,2,0,39,7467,10
0,2,0,0,4,5,0,4,3,4,1,39,5040,6
0,0,0,0,4,7,2,2,5,4,0,39,43434,1
1,2,0,0,4,8,2,0,4,4,0,39,47330,13
0,1,0,0,1,11,0,0,1,4,0,39,21010,8
0,0,0,0,2,8,2,2,0,4,1,39,84238,11
1,1,0,0,6,15,1,2,0,4,1,39,50000,4
1,1,0,0,4,9,2,2,0,4,1,39,12901,4
0,2,0,0,4,9,2,5,4,4,0,39,28428,1
1,0,0,0,4,8,2,4,3,4,1,39,11241,6
0,0,0,0,4,15,1,4,3,4,0,39,8733,1
0,2,0,0,7,11,0,5,4,4,0,39,47380,1
0,0,0,0,4,2,0,4,3,4,1,39,3500,8
1,2,0,0,2,8,2,2,0,4,1,39,69150,11
0,0,0,0,2,15,1,4,3,4,0,39,2520,10
0,0,0,0,4,1,0,4,3,4,1,39,1120,12
0,1,0,0,4,11,0,2,0,4,1,39,30202,8
0,2,0,0,4,3,0,4,4,1,0,40,16000,7
0,0,0,0,4,1,0,4,3,1,1,40,52374,3
0,2,0,0,4,0,0,4,1,1,1,40,16640,7
1,1,0,0,5,11,0,2,0,4,1,39,38662,14
1,2,0,0,7,5,0,3,4,4,0,31,13200,8
0,0,0,0,4,1,0,4,3,4,1,31,2700,8
0,0,0,0,4,11,0,2,0,4,1,39,34000,7
0,1,0,0,4,11,0,2,0,4,1,39,24743,3
0,2,0,0,5,2,0,2,0,4,1,39,16647,4
1,1,0,0,5,11,0,4,3,4,1,39,29000,4
0,1,0,0,4,12,2,4,1,4,1,39,71200,4
0,1,0,0,4,9,2,4,1,4,0,39,56050,10
0,2,0,0,4,9,2,0,1,4,1,2,79883,4
1,2,0,0,4,15,1,6,1,4,0,11,41000,4
0,2,0,0,4,11,0,6,1,4,1,39,9500,14
0,2,0,0,1,7,2,2,0,4,1,39,54000,1
0,0,0,0,4,15,1,5,4,4,0,39,3530,12
1,0,0,0,4,15,1,4,2,0,1,39,5409,8
0,2,0,0,4,6,0,2,0,4,1,39,17186,8
0,0,0,0,4,11,0,4,1,4,1,39,8628,6
1,2,0,0,4,7,2,2,0,4,1,39,43989,3
0,1,0,0,2,12,2,2,5,4,0,39,26150,10
1,1,0,0,4,9,2,2,0,4,1,39,66050,12
1,2,0,0,4,15,1,5,4,4,0,39,24080,1
0,0,0,0,4,11,0,4,3,4,1,39,15120,3
0,0,0,0,4,15,1,4,3,4,0,39,14332,1
0,1,0,0,4,9,2,2,0,4,1,39,52300,4
0,2,0,0,4,11,0,6,4,4,0,39,19721,1
0,0,0,0,4,11,0,4,3,4,1,39,12011,8
0,2,0,0,4,12,2,6,1,4,0,39,64358,10
0,1,0,0,4,12,2,2,5,4,0,39,13000,13
1,2,0,0,4,9,2,3,4,4,0,21,24000,3
0,0,0,0,7,9,2,4,3,4,1,39,35050,10
0,0,0,0,7,15,1,4,3,4,1,39,4000,1
0,0,0,0,4,14,2,4,1,4,0,22,1400,10
0,1,0,0,5,15,1,0,4,4,0,2,19400,3
0,1,0,0,4,15,1,0,1,4,1,39,18572,10
1,1,0,0,6,11,0,2,0,4,1,39,40600,14
0,2,0,0,4,9,2,0,4,4,0,39,30628,10
0,0,0,0,4,8,2,2,5,4,0,39,71500,10
0,1,0,0,4,11,0,2,0,4,1,39,39921,7
0,1,0,0,2,12,2,2,5,2,0,39,90685,10
1,0,0,0,4,15,1,2,0,4,1,11,26862,12
1,1,0,0,4,12,2,2,0,4,1,39,99999,12
0,0,0,0,4,6,0,4,1,4,1,33,6955,5
1,1,0,0,4,9,2,2,0,4,1,39,59900,13
1,2,0,0,4,11,0,2,0,4,1,39,80398,1
0,0,0,0,4,1,0,4,2,4,1,39,1200,10
0,1,0,0,2,9,2,0,3,4,0,39,11025,10
0,2,0,0,4,11,0,2,0,4,1,39,39650,10
1,1,0,0,4,11,0,2,0,4,1,39,55300,12
0,2,0,0,4,9,2,2,0,4,1,39,84820,1
0,0,0,0,4,15,1,4,3,4,1,39,6021,8
0,1,0,0,4,11,0,2,0,4,1,39,53033,14
1,1,0,0,6,14,2,2,0,4,1,39,99999,10
1,1,0,0,2,12,2,2,0,4,1,39,95054,10
0,2,0,0,4,9,2,3,4,4,0,39,31200,10
0,0,0,0,4,15,1,4,3,4,1,39,2500,8
0,1,0,0,1,15,1,2,5,2,0,39,68006,4
0,0,0,0,4,15,1,4,3,4,0,39,10907,8
1,1,0,0,6,14,2,2,0,4,1,39,94188,10
0,2,0,0,7,11,0,4,3,4,1,39,28000,1
0,2,0,0,4,15,1,6,1,4,0,39,9000,13
0,2,0,0,4,15,1,2,5,4,0,39,85690,1
0,0,0,0,7,15,1,4,3,4,1,39,18000,13
0,0,0,0,4,1,0,4,3,4,0,39,4000,8
0,0,0,0,4,0,0,4,3,4,1,39,7000,3
0,2,0,0,4,15,1,2,5,4,0,39,48027,1
1,1,0,0,4,9,2,2,0,4,1,39,40002,12
1,2,0,0,5,9,2,2,0,4,1,39,99999,12
1,1,0,0,4,11,0,2,0,4,1,39,48540,6
0,2,0,0,4,11,0,2,0,4,1,39,67016,12
0,1,0,0,6,15,1,2,0,4,1,39,29957,3
1,0,0,0,6,12,2,2,5,4,0,39,99999,10
1,2,0,0,5,11,0,2,0,4,1,39,86000,12
0,2,0,0,7,11,0,2,0,2,1,39,73595,11
1,1,0,0,4,11,0,2,0,1,1,3,99999,4
1,1,0,0,6,0,0,4,3,4,1,39,8500,3
1,1,0,0,4,12,2,4,1,4,1,39,54200,10
0,2,0,0,4,11,0,2,5,4,0,39,56845,1
0,0,0,0,4,11,0,4,3,4,1,39,6000,6
0,1,0,0,4,8,2,2,0,4,1,39,28840,3
0,1,0,0,4,9,2,2,0,4,1,39,53601,3
1,1,0,0,4,14,2,2,0,4,1,39,99999,10
1,1,0,0,4,11,0,2,0,4,1,39,70501,3
1,2,0,0,1,12,2,4,1,4,0,39,43809,4
0,2,0,0,7,9,2,0,1,4,0,39,42400,4
0,1,0,0,4,9,2,2,0,4,1,39,92000,4
1,1,0,0,4,9,2,2,0,4,1,39,54300,12
0,1,0,0,2,9,2,5,4,4,0,39,24000,10
0,1,0,0,6,11,0,0,1,4,1,39,28014,3
0,2,0,0,4,9,2,2,0,4,1,39,56105,4
0,0,0,0,0,1,0,4,3,4,1,39,3048,0
0,2,0,0,2,11,0,6,1,4,0,39,16661,8
0,1,0,0,4,15,1,2,0,4,1,39,48708,3
1,2,0,0,4,7,2,0,4,4,0,39,61200,4
0,0,0,0,4,9,2,4,3,4,1,39,7700,10
1,1,0,0,4,15,1,2,0,4,1,39,99999,4
1,1,0,0,4,10,2,2,0,4,1,39,52251,10
0,2,0,0,4,15,1,2,0,4,1,39,99999,12
1,1,0,0,5,7,2,2,0,4,1,39,20001,4
0,0,0,0,4,15,1,2,0,4,1,39,48880,4
1,1,0,0,4,9,2,2,0,4,1,39,99999,12
0,2,0,0,4,5,0,0,4,4,1,10,46511,3
1,0,0,0,4,2,0,4,3,4,1,39,33800,7
1,2,0,0,2,12,2,2,0,4,1,39,42022,4
0,0,0,0,4,9,2,2,5,4,0,39,53200,10
0,1,0,0,1,7,2,4,1,4,1,39,30800,1
0,1,0,0,4,15,1,6,1,4,0,39,92288,4
0,2,0,0,4,11,0,0,4,4,1,39,11775,12
0,0,0,0,4,0,0,4,3,4,1,39,5015,5
0,1,0,0,0,11,0,2,0,4,1,39,33951,0
1,1,0,0,4,12,2,2,0,4,1,39,37127,4
0,2,0,0,4,9,2,0,4,4,0,39,18000,4
0,0,0,0,4,9,2,4,1,4,0,2,15500,1
1,0,0,0,2,9,2,3,1,4,0,39,23000,10
1,0,0,0,4,1,0,2,0,4,1,39,73050,4
0,2,0,0,6,14,2,2,0,4,1,39,75200,10
0,2,0,0,4,14,2,2,0,4,1,39,99999,10
0,2,0,0,4,15,1,6,1,4,0,39,15673,1
0,2,0,0,4,12,2,0,1,4,0,39,6041,12
0,2,0,0,4,12,2,2,0,4,1,39,99999,4
1,0,0,0,4,9,2,4,3,4,1,39,99999,5
0,2,0,0,4,11,0,5,1,4,0,39,8020,10
0,1,0,0,4,11,0,2,5,4,0,39,57173,1
0,1,0,0,4,9,2,2,5,4,0,39,67101,3
0,2,0,0,1,11,0,2,0,4,1,39,42214,1
0,0,0,0,4,15,1,4,3,4,1,39,24063,6
0,0,0,0,4,15,1,4,3,4,1,39,7000,8
1,0,0,0,6,11,0,2,0,4,1,21,75050,3
1,1,0,0,4,12,2,2,0,4,1,39,76800,4
0,2,0,0,6,12,2,2,0,4,1,0,41550,3
1,2,0,0,4,11,0,2,0,4,1,39,67898,12
0,1,0,0,4,8,2,0,4,4,0,39,22258,1
0,0,0,0,4,11,0,4,3,4,0,39,1062,1
0,2,0,0,0,11,0,2,5,4,0,39,8843,0
0,1,0,0,2,12,2,2,5,4,0,39,80667,10
0,1,0,0,4,7,2,2,0,4,1,39,47010,10
1,1,0,0,4,14,2,4,1,4,0,39,75064,10
1,1,0,0,4,5,0,2,5,3,0,0,32400,3
0,2,0,0,0,3,0,2,0,4,1,32,4600,0
0,2,0,0,0,1,0,4,1,4,1,39,24696,0
0,1,0,0,4,4,0,5,4,4,0,39,20000,6
0,0,0,0,0,11,0,4,3,4,0,39,1750,0
0,2,0,0,0,5,0,2,0,4,1,32,3476,0
0,2,0,0,4,11,0,2,0,4,1,39,76052,12
1,0,0,0,2,9,2,4,3,4,0,39,8000,10
0,2,0,0,4,6,0,0,1,4,0,39,69588,3
0,1,0,0,4,1,0,2,0,4,1,32,40000,3
0,2,0,0,4,0,0,2,0,2,1,39,33200,3
0,0,0,0,6,6,0,2,0,4,1,32,21700,3
0,2,0,0,4,3,0,2,0,3,1,0,14329,6
0,0,0,0,7,11,0,0,3,3,1,39,32000,11
0,0,0,0,4,15,1,2,5,4,0,39,44601,13
0,2,0,0,0,11,0,2,0,4,1,2,61802,0
0,2,0,0,4,5,0,2,0,4,1,39,24000,7
0,0,0,0,4,11,0,4,1,4,1,39,37030,3
0,2,0,0,4,15,1,2,0,4,1,39,71500,4
0,0,0,0,4,9,2,4,3,4,1,39,12480,12
0,2,0,0,0,15,1,0,1,0,0,39,36301,0
1,2,0,0,5,0,0,6,4,4,0,39,99999,4
1,0,0,0,5,15,1,0,3,4,0,39,7198,1
1,1,0,0,4,11,0,2,0,4,1,39,63378,7
0,1,0,0,4,8,2,2,0,4,1,39,65500,10
0,2,0,0,2,11,0,2,0,4,1,39,41042,8
1,2,0,0,4,14,2,2,0,4,1,39,99999,10
1,2,0,0,5,11,0,2,0,4,1,39,46329,12
0,1,0,0,4,9,2,2,0,4,1,39,47794,3
1,2,0,0,5,5,0,2,0,4,1,39,25476,12
0,0,0,0,4,1,0,5,4,4,0,39,4000,8
1,1,0,0,4,11,0,2,0,4,1,39,41121,13
0,1,0,0,4,11,0,2,0,4,1,39,24000,3
0,0,0,0,4,1,0,4,3,4,0,39,2600,12
0,1,0,0,4,11,0,2,0,4,1,39,52218,7
0,2,0,0,4,11,0,2,0,4,1,32,45928,12
0,0,0,0,4,11,0,4,3,4,1,39,11900,1
0,0,0,0,4,15,1,4,3,4,0,39,6271,1
0,1,0,0,4,11,0,2,0,4,1,39,45633,6
0,2,0,0,4,11,0,0,4,4,0,39,23325,8
0,0,0,0,4,15,1,4,3,4,1,39,5000,12
0,2,0,0,6,9,2,2,0,4,1,39,44058,4
0,2,0,0,2,9,2,2,0,4,1,39,31640,10
0,0,0,0,4,1,0,4,3,4,1,39,1200,8
0,2,0,0,4,4,0,6,4,4,0,39,20164,7
0,1,0,0,4,5,0,0,3,4,1,39,16640,6
0,1,0,0,6,15,1,2,0,4,1,39,40230,4
0,2,0,0,4,11,0,5,4,4,0,39,15000,1
0,0,0,0,4,11,0,4,3,4,1,39,13000,13
0,0,0,0,4,11,0,4,3,4,1,39,13000,7
0,0,0,0,4,11,0,4,3,4,1,39,13000,12
0,1,0,0,4,11,0,4,3,4,1,39,20000,3
0,2,0,0,4,15,1,0,3,4,0,39,12000,8
1,1,0,0,4,11,0,2,0,4,1,39,36901,14
1,2,0,0,6,7,2,0,4,4,0,39,25000,4
0,0,0,0,4,11,0,4,3,4,1,39,33325,3
0,1,0,0,4,11,0,2,0,4,1,39,63398,4
0,0,0,0,4,15,1,4,3,4,0,0,6500,4
0,2,0,0,0,9,2,6,1,3,0,39,4020,0
1,2,0,0,4,12,2,2,0,4,1,12,89098,4
0,0,0,0,4,15,1,4,3,4,1,12,2100,1
1,2,0,0,4,11,0,2,0,4,1,39,70500,6
0,0,0,0,4,11,0,4,3,4,1,39,25050,7
0,2,0,0,6,14,2,2,0,4,1,39,99999,10
0,0,0,0,4,9,2,4,3,4,0,39,28300,10
0,0,0,0,4,11,0,4,3,4,1,39,12000,3
0,0,0,0,4,11,0,4,3,4,0,39,13440,1
0,1,0,0,1,9,2,4,4,1,1,1,31271,4
0,1,0,0,7,15,1,2,2,1,1,1,40401,10
0,1,0,0,0,8,2,5,3,4,0,0,24000,0
0,0,0,0,4,9,2,4,3,4,0,0,43592,4
